label,text
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@ ৳৫৬৯,৩০দিন: cutt.ly/HwQzEu9E"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901"
normal,"সময় নাই, তাড়াতাড়ি টাকা পাঠাও, বিকাশ ০১৯৩৭৩৮২৮৯৩।"
smish,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. (786) 319- 4482
smish,জরুরী!  আপনার নাতিকে গত রাতে বাংলাদেশে গ্রেফতার করা হয়েছে। অবিলম্বে জামিনের টাকা লাগবে ১০০০০ টাকা। http://goo.gl/ndf4g5
smish,বিদেশে পড়াশোনার জন্য ১০০% স্কলারশিপ। কোন ফি নেই। আবেদন করতে আজই যোগাযোগ করুন। যোগাযোগ:০১৫৬৭৫৪৬৩৯০
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩, ৩০দিন cutt.ly/HwOETkke"
normal,কেমন আছে আপনার দিনটি?
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801918788890
normal,আশা করি তোমার দিনটি ভালো কাটুক!
promo,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।
normal,"হাই, তুমি কি করছো?"
normal,আমাকে কল দিন ০১৭২৪৩৮৩৯৮৭ এই নাম্বারে
smish,"৫,০০০ টাকা বিনিয়োগে ১০,০০০ টাকা অর্জন করুন! কল করুন: +8801714455667"
promo,কুল সব আপডেট মিস না করতে এখনই জয়েন স্কিটো টেলিগ্রাম: cutt.ly/NwJt7qvx
smish,জরুরী! আপনার ছেলেকে গত রাতে বাংলাদেশে গ্রেফতার করা হয়েছে। অবিলম্বে জামিনের টাকা লাগবে ১০০০০ টাকা। এখনই বিকাশে টাকা পাঠিয়ে দিন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯
promo,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
smish,আইপিএলে বাজি ধরুন এবং একটি ফ্রি স্মার্টফোন জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
normal,"হ্যালো, আপনি কি করছেন?"
normal,আজ খুব ঠাণ্ডা হচ্ছে।
promo,<#> আপনার মাইজিপি পিন (code) হচ্ছে: 4283. ভেরিফাই করতে এই পিনটি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই পিনটি ফরওয়ার্ড অথবা কারো সাথে শেয়ার করবেন না FyXTPoy9ZDa
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৬০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,আমার বাড়ির আশেপাশে ফুল ফোটে আছে।
normal,"তুমি পারবে, শুধু লেগে থাকো।"
smish,আপনার ডেবিট কার্ডের পিন রিসেট করতে কল করুন +8801914455667
normal,"হাই, কি হচ্ছে?"
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.net/LoginBD]
normal,শুভ রথযাত্রা!
smish,"কুইজ খেলে, iPhone 14 জিতুন ডায়াল *213*8118# চার্জ ৳4+ভ্যাট প্রতিদিন"
promo,"নির্বাচনি আচরণবিধি মেনে চলুন, 
সুষ্ঠু ও অবাধ নির্বাচনে সহায়তা করুন
- বাংলাদেশ নির্বাচন কমিশন"
smish,আপনি Royal Tulip Sea Pearl Resort-এ বিনামূল্যে ৩ দিনের অবস্থান জিতেছেন। নিশ্চিত করতে 017XXXXXXXX এ কল করুন।
normal,আজকের আপনার দিন কেমন কাটছে?
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801815566778
smish,আপনার ডেবিট কার্ডটি ব্লক করা হয়েছে। নতুন কার্ড পেতে কল করুন +8801711122334
normal,০১৬৭২৫৭৩৮৫৭ নাম্বারে বিকাশ করুন।
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [secureverify.com/VerifyBD]
normal,তুমি কি মিউজিয়ামে যাচ্ছো?
smish,আপনার ইমেল অ্যাকাউন্টে সমস্যা হয়েছে। সুরক্ষার জন্য এখানে ক্লিক করুন: [emailsecure.org/FixBD]
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
normal,"তুমি পারবে, শুধু লেগে থাকো।"
smish,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobilesecure.com/VerifyBD]
smish,"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
https://cutt.ly/JiliG"
smish,"৩,২০০ টাকা বিনিয়োগে দ্বিগুণ লাভ! কল করুন: +8801913344556"
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801712122234
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
