text_combined,label,message_length
08001950382 100 12 500 call2optout camera cross free half line mins mobileupd8 mths ntwk phones price rental txts video,spam,119
16 club credits enjoy fun help jamster new uk,spam,45
87239 customer id send services stop unique user,spam,48
alert called left let message missed numbers sorry talk time,spam,60
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
message new order tones week,spam,28
150p 16 1st 4u 8007 eerie free getzed gr8 hit nokia pobox36504w45wq poly polys rply title tone tones txt uk wk www,spam,114
08712405020 18 250 care com comp cust enter entry free just send weekly word www,spam,80
attempt com content mobile msg network order uk,spam,47
bluetooth chance fml free password reply ringtone simply text waiting win,spam,73
150p asked contact dating guess know po pobox revealed service,spam,62
10 2003 2004 786 800 account bonus claim code expires identifier points private redeemed shows statement unredeemed,spam,115
08712460324 60p fantasies girls just like min rate send stop tell texts,spam,71
150 150ppm 5000 await box cash collection complimentary cs cw25wx holiday landline ppm sae tenerife urgent,spam,106
08001950382 100 12 500 call2optout camera cross free half line mins mobileupd8 mths ntwk phones price rental txts video,spam,119
12 900 claim code customer hours network prize reward selected valid valued winner,spam,82
free just link mobile reply sing thanks vote,spam,44
18 daily days euro2004 informed kept latest news results send stop unsubscribe,spam,78
08000930705 400 750 anytime calls delivery free half inclusive line mins months network new phone price rental reply text video want week,spam,137
000 02 03 2nd 900 attempt awaiting awarded bonus caller claim collection contact mobile prize urgent yesterday,spam,110
1st free join poly real reply ringtone tone wk,spam,46
16 1st 36504 8007 free getzed just mates mob no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,111
21 alert com forwarded free hi im lets matches message messages send sending sms,spam,80
100 50 82277 high know moby new prize pub quiz sp stop street txt unsub win,spam,75
10p 2nd 750 bt claim contact easy min minute national pound prize rate time tried won,spam,85
person shopping uk visit www,spam,28
24 60p biggest chat cheap choose connect dirty girl going hard just knows listen listening live min office right service total uk,spam,129
1000 50p cost currently cute girls greet local meet need ready std text tour ur win,spam,83
000 10p 2nd 750 bt claim congratulations contact easy friend good just min minute national pound prize rate thanks time tried won xmas,spam,134
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
100 87239 cds chance cup end june king reply return send service stop store txts weekly win world,spam,97
20 21 62468 ac friend frnd inviting reply send sms stop www yes,spam,63
10 11 camera colour entitled extra free latest mins mobile mobiles months mths number phones text texts update ur video yes,spam,123
babes check content games mobile selection sport text themob tones wap,spam,70
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
came enjoy forget fun great life sms special truly won,spam,54
08712405020 18 250 care com comp cust enter entry free just send uk weekly win word www,spam,87
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc toclaim urgent,spam,124
1000s 25p 50 area chat com free guys horny just msg new partner people real receive search send single txt ur waiting,spam,117
18 apply collect extra free mobile movie ordered player text video yrs,spam,70
freemsg real reply tones xmas,spam,29
08712405020 150p 1st 250 40gb cash chance charged comp cs custcare entry free ipod msg net question stop textpod ts txt unsubscribe week win wk wkly www,spam,152
000 02 03 06 150ppm 2nd asap attempt bonus caller mobile prize reach urgent won,spam,79
ac bid correct dvd end ice new play red reply sms visit,spam,55
50 82277 ansr country dvd know mid played player quiz sony sp sunshine super text txt tyrone week win wkly,spam,106
000 10 1000 150ppm 18 await box cash collection complimentary cs dear holiday landline sae sk38xh tenerife urgent,spam,113
bad com credit purpose tenants welcome,spam,38
50 anytime arrive calling charged customer mobile number order ref reference ringtone services thanks tone unsubscribe week,spam,123
1st arcade buy chance charge free game games key o2 post press purchase reply save settings space std terms uk ur wap win,spam,121
25p area chat com fancy finally flirt free guys horny join just new optout receive reply search sexy singles stop summer txt ur yr,spam,130
150p cha come freemsg poly real reply slow stop tones txt xmas yeah,spam,67
50 82277 ansr country dvd know mid played player quiz sony sp sunshine txt tyrone week win wkly,spam,95
150pm 5we bx420 cinema congrats dont free ip4 miss pass special year,spam,68
1000s choose credit enjoy freemsg gr8 kick real reply service tones weekly wk xmas,spam,82
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
50 arrive charged colour customer mobile number order red reference ringtone services text thanks tone,spam,102
000 0800 500 bad com credit free help loan purpose refused tenants text welcome,spam,79
150p 16 87077 bored dating don em eve heart joined like logo love lover msg new pobox36504w45wq send try txt ur yahoo,spam,117
150p 16 1st 4u 8007 eerie free getzed gr8 hit nokia pobox36504w45wq poly polys rply title tone tones txt uk wk www,spam,114
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,108
08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,spam,123
87121 apply comp cup entry fa final free question rate receive std text tkts txt win wkly,spam,89
0800 0808 1000 10am 11pm 145 4742 5000 9am 9pm cash customer freephone guaranteed prize representative service won,spam,114
150p know pobox,spam,15
black cool crazy dont download info lonely mob new ready tones weekly weeks,spam,75
25p energy got lucozade oz rally takes text uk wrc,spam,50
100 87239 cup does end play reply send service sport stop weekly win world,spam,74
000 02 03 2nd attempt awarded bonus caller contact mobile prize urgent,spam,70
150p 18 cost text xxx,spam,21
08718727870 1st free just national polyphonic rate ringtone send sent sms stop sub text tones unsub week weekly,spam,111
82277 bringing dvd quiz real sony sunshine super text warm win,spam,62
1000 18 200 award claim free guaranteed stop ur won,spam,51
bt check com info just line min opt stop text,spam,45
08000839402 08001950382 2optout 500 contract free linerental mins mobileupd8 motorola net nokia orange upto,spam,107
immediately message urgent waiting,spam,34
calls chat cum luv meet phone set wanna xx,spam,42
08712460324 10p 60p chat cheap cheaper fantasies gay hot just like min national rate sale stop tell texts,spam,105
0808 1000 11pm 145 4742 5000 9am cash customer freephone guaranteed prize representative service won,spam,100
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
connection dating fall friends just love make meet new radio sent service sexy sport started talk text think vip week,spam,117
11 contract double free latest mins mobile motorola nokia orange records remove tariffs text yes,spam,96
60p biggest cancel chat cheap choose connect details girl girls gr8 hard horny just live min mob new phone send service sex stop text uk ur video,spam,145
150p 16 1st 4info free friends hl just mob nokia reply tell tone txt txtin ur week,spam,82
day end freemsg fun games horny live love msg netcollex ready reply sex stop today town,spam,87
08712405020 1st 250 40gb cash chance cs custcare entry free ipod net pod textpod ts txt week win wk www,spam,103
150p 2004 2optout 40gb 500 83355 biz collect guaranteed ipod mobiles mp3 new nokia phone player prize tc today txt word www,spam,123
1000 10am 10p 2000 7pm cash claim cost customer guaranteed prize representative service won yr,spam,94
100 87066 age16 com draw gift ldew music starting txt vouchers week win word www,spam,80
150p 16 20 87077 dont england eve heart joined logo love lover miss national news pobox36504w45wq send team try txt ur yahoo,spam,124
1000s choose credit enjoy gr8 kick service tones weekly wk,spam,58
85 access adult couple days direct fixed free hi line minute number phone sending,spam,81
11mths camera free half latest line orange phone phones price rental update,spam,75
calls chat cum did heard just like luv make meet net night phone set time wanna xx,spam,82
16 87131 free poly polyphonic ringtone subscription super text tone week,spam,72
day dont jordan miss pic pics sexy st txt uk wk,spam,47
away best biggest cash dear got lots uk weekend welcome www,spam,59
answer book cds chance end harry june king order questions reply return stop store txts win,spam,91
16 20 87077 club dont england free kick miss mobile national new news season team try txt ur,spam,92
150p 18 cost text xxx,spam,21
18 250 comp entry exciting free ipod just mobile mr send soon uk ur visit weekly win winner won word www,spam,104
